#,categorie,phrase_fr,bambara_attendu,bambara_obtenu,statut,french_pos_tree,bambara_pos_tree
82,identificatory,c'est nous,anw dòn,o dòn,FAIL,,PRON ADP
83,deictique,Voilà la voiture,[voiture] félé,wátiri félé,FAIL,,NOUN NOUN
84,deictique_plur,Voilà les voitures,[voiture]w félé,wátiri félé,FAIL,,NOUN NOUN
85,deictique,Voilà Musa,Musa félé,Musa félé,PASS,,PROPN NOUN
86,deictique,Voilà l'eau,jí félé,jí félé,PASS,,NOUN NOUN
87,interrogative,Parles-tu bambara ?,i bɛ bambara kúma wà ?,i bɛ bambara kúma wà ?,PASS,,PRON AUX VERB NOUN CCONJ
88,interrogative_motion,Allez-vous au marché ?,[vous] bɛ wá súgu la wà ?,aw bɛ wá súgu la wà ?,FAIL,,PRON AUX NOUN NOUN ADP CCONJ
89,interrogative_question_marker,Est-ce que ça va vraiment bien ?,o bɛ wá kóɲuman nɛ̀fɛ wà ?,Yala o bɛ wá yɛ̀rɛ kóɲuman wà ?,FAIL,,PROPN PRON AUX NOUN NOUN NOUN CCONJ
90,interrogative_question_marker,Est-ce que tes frères et sœurs sont ici ?,Yala i bálimakɛw ni i balimamusow bɛ yàn wà ?,Yala i bálimakɛw ni i bádenmaw bɛ yàn wà ?,FAIL,,PROPN PRON NOUN ADP PRON NOUN AUX NOUN CCONJ
91,interrogative_alternative,Tu veux du poisson ou bien tu veux de la viande ?,i bɛ jɛ́gɛ ŋàniya wàwá i bɛ sògo ŋàniya ?,i bɛ jɛ́gɛ ŋàniya wàlima i bɛ sògo ŋàniya ?,FAIL,,PRON AUX NOUN NOUN NOUN PRON AUX NOUN NOUN
92,interrogative_alternative,Tu veux des arachides ou bien tu veux des patates douces ?,i bɛ tìgan ŋàniya wàwá i bɛ [patate douce] ŋàniya ?,i bɛ kàntìgɛw ŋàniya wàlima i bɛ wóso sánujilama ŋàniya ?,FAIL,,PRON AUX NOUN NOUN NOUN PRON AUX NOUN NOUN NOUN
93,interrogative,il mange ?,a bɛ dún wà ?,a bɛ dúnli kɛ wà ?,FAIL,,PRON AUX VERB ADP CCONJ
94,interrogative,tu as de l'argent ?,wárí bɛ i bóló wà ?,wári bɛ i bóló wà ?,FAIL,,NOUN AUX PRON NOUN CCONJ
95,interrogative,elle est à la maison ?,a bɛ so la wà ?,a bɛ só wà ?,FAIL,,PRON AUX NOUN CCONJ
96,interrogative_modal_xcomp,peut-il manger de la viande ?,a bɛ se ka sògo dún wà ?,a bɛ se ka sògo dún wà ?,PASS,,PRON AUX NOUN AUX NOUN NOUN CCONJ
97,content_question_who,Qui fait la bagarre ?,jɔn bɛ bìlen dími ?,jɔn bɛ káta bùnaki ?,FAIL,,NOUN AUX NOUN NOUN
98,content_question_who_inversion,Qui aimez-vous ?,[vous] bɛ jɔn kànu ?,aw bɛ jɔn kànuya ?,FAIL,,PRON AUX NOUN NOUN
99,content_question_who_inversion,Qui aiment-ils ?,[ils] bɛ jɔn kànu ?,u bɛ jɔn kànuya ?,FAIL,,PRON AUX NOUN NOUN
100,content_question_what,Tu manges quoi ?,i bɛ mún dún ?,i bɛ mún dún ?,PASS,,PRON AUX NOUN NOUN
101,content_question_what,Tu veux quoi ?,i bɛ mún ŋàniya ?,i bɛ mún ŋàniya ?,PASS,,PRON AUX NOUN NOUN
102,content_question_what,il mange quoi ?,a bɛ mún dún ?,a bɛ mún dún ?,PASS,,PRON AUX NOUN NOUN
103,content_question_where,Où allez-vous ?,[vous] bɛ wá mín ?,aw bɛ wá mín ?,FAIL,,PRON AUX NOUN NOUN
104,content_question_where,où est Musa ?,Musa bɛ mín ?,Musa bɛ mín ?,PASS,,PROPN AUX NOUN
105,content_question_when,Quand viens-tu ?,i bɛ nà túma jùmɛn ?,i bɛ nà túma jùmɛn ?,PASS,,PRON AUX NOUN NOUN NOUN
106,content_question_when,quand pars-tu ?,i bɛ táa túma jùmɛn ?,i bɛ fáɲi túma jùmɛn ?,FAIL,,PRON AUX NOUN NOUN NOUN
107,content_question_why,Pourquoi pleures-tu ?,i bɛ kàsi mún kósɔn ?,i bɛ kàsi mún kósɔn ?,PASS,,PRON AUX NOUN NOUN NOUN
108,content_question_why,pourquoi il mange ?,a bɛ dún mún kósɔn ?,a bɛ dún mún kósɔn ?,PASS,,PRON AUX NOUN NOUN NOUN
109,content_question_how,Comment t'appelles-tu ?,i bɛ kánbìla cógo dǐ ?,i bɛ kánbìla cógo dǐ ?,PASS,,PRON AUX NOUN NOUN NOUN
110,content_question_how,Comment cela se fait-il ?,o bɛ dími cógo dǐ ?,a bɛ kùnnasìri cógo dǐ ?,FAIL,,PRON AUX NOUN NOUN NOUN
111,content_question_which_noun,Quelle femme ?,númanfɛlaka jùmɛn ?,númanfɛlaka jùmɛn ?,PASS,,NOUN NOUN
112,content_question_which,Tu veux quelle maison ?,i bɛ só jùmɛn ŋàniya ?,i bɛ só jùmɛn ŋàniya ?,PASS,,PRON AUX NOUN NOUN NOUN
113,content_question_how_much,Ça coûte combien ?,wárí jóli bɛ à la ?,o bɛ jóli jàte ?,FAIL,,PRON AUX VERB NOUN
114,content_question_how_much,tu as combien d'enfants ?,dɔgɔ jóli bɛ i fɛ ?,dénw jóli bɛ i fɛ ?,FAIL,,NOUN VERB AUX PRON NOUN
115,simple,je mange du riz,n bɛ màlo dún,n bɛ iri dún,FAIL,,PRON AUX NOUN NOUN
116,simple,tu bois de l'eau,i bɛ jí mìn,i bɛ jí jí,FAIL,,PRON AUX NOUN NOUN
117,simple,il parle bambara,a bɛ bambara kúma,a bɛ bambara kúma,PASS,,PRON AUX VERB NOUN
118,simple,elle chante,a bɛ donkili dón,a bɛ láɲini kɛ,FAIL,,PRON AUX NOUN ADP
119,simple_plur,nous travaillons,anw bɛ báara la,anw bɛ báara la,PASS,,PRON AUX VERB ADP
120,simple_plur,ils mangent du riz,ùw bɛ màlo dún,u bɛ iri dún,FAIL,,PRON AUX NOUN NOUN
121,simple_neg,je ne mange pas,n tɛ dún,n tɛ dumuni kɛ,FAIL,,PRON AUX NOUN ADP
122,simple_neg,il ne parle pas bambara,a tɛ bambara kúma,a tɛ bambara kúma,PASS,,PRON AUX VERB NOUN
123,volitif,je veux manger,n bɛ dún fɛ,n bɛ ŋàniya ka dúnli kɛ,FAIL,,PRON AUX NOUN AUX VERB ADP
124,volitif,il veut partir,a bɛ táa fɛ,a bɛ ŋàniya ka fáɲi,FAIL,,PRON AUX NOUN AUX NOUN
125,volitif_neg,je ne veux pas manger,n tɛ dún fɛ,n tɛ ŋàniya ka dúnli kɛ,FAIL,,PRON AUX NOUN AUX VERB ADP
126,progressif,je suis en train de manger,n bɛ kà dún,n bɛ kà dumuni kɛ,FAIL,,PRON AUX AUX NOUN ADP
127,progressif,il est en train de parler,a bɛ kà kúma,a bɛ kà kúma,PASS,,PRON AUX AUX NOUN
128,futur,je vais manger,n bɛ na dún,n bɛ wá dún,FAIL,,PRON AUX NOUN NOUN
129,futur,il va partir,a bɛ na táa,a bɛ wá fáɲi,FAIL,,PRON AUX NOUN NOUN
130,futur_neg,je n'irai pas,n tɛ na táa,n tɛ na wá,FAIL,,PRON AUX AUX NOUN
131,past_neg,je n'ai pas mangé,n ma màlo dún,n ma dumuni kɛ,FAIL,,PRON AUX NOUN ADP
132,past_neg,il n'a pas parlé,a ma kúma,a ma kúma,PASS,,PRON AUX NOUN
133,habitude,il mangeait du riz,a tùn bɛ màlo dún,a tùn bɛ iri dún,FAIL,,PRON AUX AUX NOUN NOUN
134,habitude,je travaillais,n tùn bɛ báara la,n tùn bɛ báara la,PASS,,PRON AUX AUX VERB ADP
135,simple_purposive_coordinated,Je te donne de l'argent pour cuisiner et manger,n bɛ wárí di i ma walasa ka [cuisiner] ani ka dún,n bɛ wári di i ma walasa ka bɛ̀rɛbɛrɛli kɛ ani ka dúnli kɛ,FAIL,,PRON AUX NOUN NOUN PRON AUX NOUN AUX VERB ADP NOUN AUX VERB ADP
136,complex_comitative_relative,Je veux manger avec mon mari et ma fille qui est malade,n bɛ ŋàniya ka dún ni n fúrucɛ ni n mùsona jànkarotɔ,n bɛ ŋàniya ka dúnli kɛ ni n fúrucɛ ni n mùsoma mìn ka jànkarotɔ,FAIL,,PRON AUX NOUN AUX VERB ADP ADP PRON NOUN ADP PRON NOUN NOUN AUX NOUN
137,verb_serial_dative,il donne le livre à l'enfant,a bɛ kitabu di dɔgɔ ma,a bɛ kìtabu di dén la,FAIL,,PRON AUX NOUN NOUN NOUN ADP
138,privative_pron,sans moi,n kɔ,n kɔ,PASS,,PRON NOUN
139,privative_clause,"sans moi, tu ne pourras pas partir","n kɔ, i tɛ na se ka táa",i tɛ na se ka fáɲi n kɔ,FAIL,,PRON AUX AUX NOUN AUX NOUN PRON NOUN
140,privative_noun,Ce légume est sans cuisson,[légume] [cuisson]tan dòn,nin lègimu in yé jèniyɔrɔtan yé,FAIL,,NOUN NOUN NOUN AUX NOUN AUX
141,privative_verb,il est parti sans avertir,a fáɲira [avertir]bali,a fáɲira k'a sɔrɔ a ma lásɔ̀mi,FAIL,,PRON VERB NOUN NOUN PRON AUX NOUN
142,privative_noun,sans eau,jítan,jítan,PASS,,NOUN
143,privative_noun,sans argent,wárítan,wáritan,FAIL,,NOUN
144,relative_topic_neg,Une femme qui a eu un enfant ne peut pas abandonner son enfant,"númanfɛlaka mìn yé dén sɔrɔ, o tɛ se ka a dén láfìli","númanfɛlaka mìn yé dén sɔrɔ, o tɛ se ka a dén láfìli",PASS,,NOUN NOUN AUX NOUN NOUN PRON AUX NOUN AUX PRON NOUN VERB
145,equative_relative,Les djihadistes montrent clairement qu'ils sont les maîtres du jeu,djihadistew bɛ jàbi ko ùw yé [jeu] ka kuntigɛw yé,Mújawow bɛ ɲási fɛ́rɛtɛtɛ ko u yé npári ka mɛtiriw yé,FAIL,,PROPN AUX NOUN NOUN ADP PRON AUX NOUN AUX NOUN AUX
146,comitative,je suis avec mon mari,n ni n cɛ dòn,n ni n fúrucɛ dòn,FAIL,,PRON ADP PRON NOUN ADP
147,comitative_genitive,Je suis avec la fille du frère de mon ami,n ni n terikɛ balimakɛ denmuso dòn,n ni n téri bálimakɛ ka mùsoma dòn,FAIL,,PRON ADP PRON NOUN NOUN AUX NOUN ADP
148,comitative_action,je mange avec mon ami,n bɛ dún ni n terikɛ,n bɛ dumuni kɛ ni n téri yé,FAIL,,PRON AUX NOUN ADP ADP PRON NOUN AUX
149,reciprocal,nous nous aimons,an bɛ ɲɔgɔn kànu,anw bɛ ɲɔgɔn kànuya,FAIL,,PRON AUX NOUN NOUN
150,reciprocal,ils se battent,ùw bɛ ɲɔgɔn fàli,u bɛ ɲɔgɔn gòsi,FAIL,,PRON AUX NOUN NOUN
151,reciprocal,nous nous parlons,anw bɛ ɲɔgɔn kúma,anw bɛ ɲɔgɔn kúma,PASS,,PRON AUX NOUN NOUN
152,imperative,mange !,dún,dúnli kɛ,FAIL,,VERB ADP
153,imperative,pars !,táa,fáɲi,FAIL,,NOUN
154,imperative,viens !,nà,nà,PASS,,NOUN
155,imperative,parle bambara !,bambara kúma,bambara kúma,PASS,,VERB NOUN
156,prohibitive,ne mange pas !,kàna dún,kàna dúnli kɛ,FAIL,,VERB VERB ADP
157,prohibitive,ne pars pas !,kàna táa,kàna fáɲi,FAIL,,VERB NOUN
158,prohibitive,ne parle pas !,kàna kúma,kàna kúma,PASS,,VERB NOUN
159,ownership,ce sac est pour ma fille,nin jɔ̀bɔrɔ in yé n mùsoma de ta ye,o jɔ̀bɔrɔ in yé n mùsoma de ta ye,FAIL,,PRON NOUN NOUN AUX PRON NOUN NOUN NOUN NOUN
160,ownership_pron,Ce sac est pour moi,nin jɔ̀bɔrɔ in yé n ta ye,o jɔ̀bɔrɔ in yé n ta ye,FAIL,,PRON NOUN NOUN AUX PRON NOUN NOUN
161,noun_phrase_alienable,la maison de mon ami,n terikɛ ka so,n téri ka só,FAIL,,PRON NOUN AUX NOUN
162,noun_phrase_coord,la participation citoyenne et démocratique,angageman sosiyali ani lademokarasi,jàmaden demokaratiki ni demokaratiki,FAIL,,NOUN NOUN ADP NOUN
163,noun_phrase_genitive,La décision finale de la constitution du Mali,Mali dácogo làtigɛ [final],Mali ka dácogo ka làtigɛ kɔ́dan,FAIL,,PROPN AUX NOUN AUX NOUN NOUN
164,noun_phrase_genitive,le champ du vieux,kɔrɔba ka foro,màakɔrɔlama ka fòro,FAIL,,NOUN AUX NOUN
165,noun_phrase_genitive,la mère de l'enfant,dɔgɔ ba,dén bámuso,FAIL,,NOUN NOUN
166,noun_phrase_genitive,la maison de Musa,Musa ka so,Musa ka só,FAIL,,PROPN AUX NOUN
167,infinitive,Promouvoir le bambara et les autres langues nationales,ka bambara wɛ́rɛ nɛ̀n Nasiyonali kìsɛya,ka bambara ni Nasiyonali nɛ̀n wɛ́rɛ nùgumɛ,FAIL,,AUX VERB ADP PROPN NOUN NOUN NOUN
168,infinitive,manger du riz,ka màlo dún,ka iri dún,FAIL,,AUX NOUN NOUN
169,infinitive,parler bambara,ka bambara kúma,ka bambara kúma,PASS,,AUX VERB NOUN
170,infinitive_neg,ne pas manger,kàna dún,ka dumuni kɛ,FAIL,,AUX NOUN ADP
171,infinitive_list,"Promouvoir le bambara et les autres langues nationales, inclusion sociale, meilleure circulation de l'information","ka bambara wɛ́rɛ nɛ̀n Nasiyonali kìsɛya, [inclusion] sosiyali, kùnnafoni fìsamannci ka sírakankasaara",ka bambara ni Nasiyonali nɛ̀n wɛ́rɛ sírakankasaara nùgumɛ tílali sosiyaliman kùnnafoni,FAIL,,AUX VERB ADP PROPN NOUN NOUN VERB NOUN VERB NOUN NOUN
172,complex_relative,"Mais la situation reste très incertaine au Mali, qui s'enfonce toujours plus dans le chaos","nka dábolo bɛ [incertain] lámàra Mali kɔnɔ, min bɛ ɲàgàmi fɔlɔ kɔfɛ cànla la","nka dábolo bɛ tó [incertain] ndére Mali la, jɔn tɛ ɲɔgɔn pénpe kádawuw háwujaw la",FAIL,,NOUN NOUN AUX NOUN NOUN NOUN PROPN ADP NOUN AUX NOUN NOUN NOUN NOUN ADP
173,existential_nominal_complex,Il existe un frein politique lié aux logiques de pouvoir des élites qui veulent maintenir la masse populaire à l'écart de la gouvernance,"[frein] [politique] bɛ, min bɛ [élite]w ka [logique]w la, minw bɛ ŋàniya ka [masse populaire] bìla [gouvernance] kɔrɔ","nɛ̀njuru hàlala sìrilen sémako báaritala míiriw la bɛ, min bɛ ŋàniya ka dísi popilɛri lámìnɛ gófɛrɛnaman nkànfulori la",FAIL,,NOUN NOUN NOUN NOUN NOUN NOUN ADP AUX ADP AUX NOUN AUX NOUN NOUN NOUN NOUN NOUN ADP
174,complex_noun_phrase,"Chercheur associé à l'Institut français des relations internationales, Thierry Vircoulon revient pour 20 Minutes sur la situation explosive au Mali","Thierry Vircoulon, IFRIw la kùndafɔrɔ, bɛ segin 20 Minutes ma Mali dábolo [explosif] kan","ɲíninikɛla jɛ̀len cɛ́sira Institut faransɛman ɛntɛrinasiyɔnali la, Thierry Vircoulon bɛ nà [20] mínitiw ye Mali la dábolo bàlawumaman kan",FAIL,,NOUN NOUN VERB PROPN NOUN VERB ADP PROPN PROPN AUX NOUN NOUN NOUN NOUN PROPN ADP NOUN NOUN NOUN
175,complex_purposive,"L'université de Kumamoto recrute actuellement des participants pour le Programme d'apprentissage coopératif japonais, ainsi que des étudiants japonais pour la soutenir","Kumamoto lakɔli bɛ kàlandenw wele sísàn japɔnikan [coopératif] kàlanso la, ani japɔni kalandenw ka a dɛmɛ","Kumamoto ka iniwɛrisite bɛ sélikɛlaw kùnbɛ̀n hálisà dègeli pòrogaramu nɛ̀rɛmuguma nɛ̀njanman ye, ka fara kàlandenbaw jàsiranbaatɔ kan walasa ka a dòndo",FAIL,,PROPN AUX NOUN AUX NOUN NOUN NOUN VERB NOUN NOUN NOUN NOUN AUX VERB NOUN NOUN NOUN NOUN AUX PRON NOUN
176,locative_adv,les gens sont ici,ɲàmakalaw bɛ yàn,bìdenw bɛ yàn,FAIL,,NOUN AUX NOUN
177,locative_adv,il est là,a bɛ yèn,a bɛ yèn,PASS,,PRON AUX NOUN
178,nummod_subject,deux hommes sont partis,mɔ̀gɔw fila fáɲira,mɔ̀gɔw fila fáɲira,PASS,,NOUN NOUN VERB
179,nummod_subject,trois enfants mangent du riz,dénw saba bɛ iri dún,dénw saba bɛ iri dún,PASS,,NOUN NOUN AUX NOUN NOUN
180,nummod_locative,cinq femmes sont ici,númanfɛlakaw duuru bɛ yàn,númanfɛlakaw duuru bɛ yàn,PASS,,NOUN NOUN AUX NOUN
181,nummod_object,j'ai acheté deux livres,n yé kìtabuw fila sàn,n yé kìtabuw fila sàn,PASS,,PRON AUX NOUN NOUN NOUN
182,intrans_action_progressif,je suis en train de travailler,n bɛ kà báara kɛ,n bɛ kà báara kɛ,PASS,,PRON AUX AUX VERB ADP
183,intrans_action_present_neg,je ne travaille pas,n tɛ báara la,n tɛ báara la,PASS,,PRON AUX VERB ADP
184,intrans_action_passe_pos,j'ai travaillé,n yé báara kɛ,n yé báara kɛ,PASS,,PRON AUX VERB ADP
185,intrans_action_passe_neg,je n'ai pas travaillé,n ma báara kɛ,n ma báara kɛ,PASS,,PRON AUX VERB ADP
186,intrans_action_hab_neg,je ne travaillais pas,n tùn tɛ báara la,n tùn tɛ báara la,PASS,,PRON AUX AUX VERB ADP
187,intrans_action_futur,je travaillerai,n bɛ na báara kɛ,n bɛ na báara kɛ,PASS,,PRON AUX AUX VERB ADP
188,temporal_subordinator,quand il vient,tuma min a bɛ nà,tuma min a bɛ nà,PASS,,NOUN ADP PRON AUX NOUN
