#,categorie,phrase_fr,bambara_attendu,bambara_obtenu,statut,french_pos_tree,bambara_pos_tree,french_dep_tree,bambara_dep_tree,google_translate,nllb_translate,google_backtrans_fr,nllb_backtrans_fr,camembert_kuma,camembert_google,camembert_nllb,meteor_kuma,meteor_google,meteor_nllb,bertscore_prf_kuma,bertscore_prf_google,bertscore_prf_nllb
11,equative_neg,il n'est pas un professeur,a tɛ porofesɛri yé,a tɛ porofesɛri yé,PASS,PRON ADV AUX ADV DET NOUN,PRON VERB NOUN ADP,il/PRON/expl:subj->6 n'/ADV/advmod->6 est/AUX/cop->6 pas/ADV/advmod->6 un/DET/det->6 professeur/NOUN/ROOT->0,a/PRON/nsubj->2 tɛ/VERB/root->0 porofesɛri/NOUN/obl->2 yé/ADP/case->3,a tɛ karamɔgɔ ye,a tɛ karamɔgɔ ye,il n'est pas professeur,il n'est pas un maître,1.000,0.604,0.579,0.992,0.469,0.469,1.000|1.000|1.000,0.793|0.766|0.779,0.655|0.668|0.661
12,equative_neg,il n'est pas un étudiant,a tɛ kàlandenba yé,a tɛ kàlandenba yé,PASS,PRON ADV AUX ADV DET NOUN,PRON VERB NOUN ADP,il/PRON/expl:subj->6 n'/ADV/advmod->6 est/AUX/cop->6 pas/ADV/advmod->6 un/DET/det->6 étudiant/NOUN/ROOT->0,a/PRON/nsubj->2 tɛ/VERB/root->0 kàlandenba/NOUN/obl->2 yé/ADP/case->3,a tɛ kalanden ye,a tɛ kalanden ye,il n'est pas étudiant,il n'est pas un disciple,1.000,0.604,0.489,0.992,0.469,0.469,1.000|1.000|1.000,0.677|0.648|0.662,0.376|0.351|0.363
13,equative_neg,je ne suis pas enseignant,n tɛ karamɔgɔ yé,ń tɛ kàramɔgɔkɛ yé,FAIL,PRON ADV AUX ADV NOUN,NOUN VERB NOUN ADP,je/PRON/nsubj->5 ne/ADV/advmod->5 suis/AUX/cop->5 pas/ADV/advmod->5 enseignant/NOUN/ROOT->0,ń/NOUN/nsubj->2 tɛ/VERB/root->0 kàramɔgɔkɛ/NOUN/obl->2 yé/ADP/case->3,Ne tɛ karamɔgɔ ye,ne tɛ karamɔgɔ ye,je ne suis pas professeur,Je ne suis pas un enseignant,1.000,0.591,0.652,0.250,0.469,0.469,1.000|1.000|1.000,0.615|0.622|0.619,0.652|0.648|0.650
14,equative_neg_nothing,Il n'est rien,a tɛ foyi yé,a tɛ foyi yé,PASS,PRON ADV VERB PRON,PRON VERB NOUN ADP,Il/PRON/expl:subj->4 n'/ADV/advmod->4 est/VERB/cop->4 rien/PRON/ROOT->0,a/PRON/nsubj->2 tɛ/VERB/root->0 foyi/NOUN/obl->2 yé/ADP/case->3,Ale tɛ foyi ye,A tɛ foyi ye,Il n'est rien,Il n'y a rien,1.000,0.498,0.546,0.992,0.469,0.736,1.000|1.000|1.000,0.476|0.512|0.493,0.519|0.524|0.522
15,equative_neg,ce n'est pas vrai,o tɛ tiɲɛ yé,o tɛ làkika yé,FAIL,PRON ADV AUX ADV ADJ,NOUN VERB NOUN ADP,ce/PRON/expl:subj->5 n'/ADV/advmod->5 est/AUX/cop->5 pas/ADV/advmod->5 vrai/ADJ/ROOT->0,o/NOUN/nsubj->2 tɛ/VERB/root->0 làkika/NOUN/obl->2 yé/ADP/case->3,nin tɛ tiɲɛ ye,o tɛ tiɲɛ ye,ce n'est pas vrai,ce n'est pas vrai,1.000,0.514,0.605,0.639,0.469,0.736,1.000|1.000|1.000,0.234|0.254|0.244,0.471|0.457|0.464
16,equative_past,il était professeur,a tùn yé porofesɛri yé,a tùn yé porofesɛri yé,PASS,PRON AUX NOUN,PRON NOUN ADP,il/PRON/nsubj->3 était/AUX/cop->3 professeur/NOUN/ROOT->0,a/PRON/nsubj->0 porofesɛri/NOUN/obl->0 yé/ADP/case->2,a tun ye karamɔgɔ ye,a tun ye karamɔgɔ ye,il était professeur,il était professeur,1.000,0.886,0.588,0.996,0.100,0.100,1.000|1.000|1.000,0.718|0.720|0.719,0.554|0.562|0.558
17,equative_past,j'étais étudiant,n tùn yé kalandenba yé,n tùn yé kàlandenba yé,FAIL,PRON AUX NOUN,PRON NOUN ADP,j'/PRON/nsubj->3 étais/AUX/cop->3 étudiant/NOUN/ROOT->0,n/PRON/nsubj->0 kàlandenba/NOUN/obl->0 yé/ADP/case->2,Ne tun ye kalanden ye,ne tun ye kalanden ye,j'étais étudiant,j'étais un disciple,1.000,0.739,0.426,0.750,0.000,0.000,1.000|1.000|1.000,0.631|0.653|0.642,0.338|0.326|0.332
18,equative_past_neg,il n'était pas étudiant,a tùn tɛ kalandenba yé,a tùn tɛ kàlandenba yé,FAIL,PRON ADV AUX ADV ADJ,PRON NOUN ADP,il/PRON/nsubj->5 n'/ADV/advmod->5 était/AUX/cop->5 pas/ADV/advmod->5 étudiant/ADJ/ROOT->0,a/PRON/nsubj->0 kàlandenba/NOUN/obl->0 yé/ADP/case->2,a tun tɛ kalanden ye,a tun tɛ kalanden ye,il n'était pas étudiant,il n'était pas un disciple,1.000,0.669,0.529,0.750,0.200,0.200,1.000|1.000|1.000,0.693|0.702|0.698,0.338|0.332|0.335
19,locative,Je suis en route,n bɛ síraden la,ń bɛ síraden la,FAIL,PRON AUX ADP NOUN,NOUN VERB NOUN ADP,Je/PRON/nsubj->4 suis/AUX/cop->4 en/ADP/case->4 route/NOUN/ROOT->0,ń/NOUN/nsubj->2 bɛ/VERB/root->0 síraden/NOUN/obl->2 la/ADP/case->3,N bɛ n ka sira kan,Ne bɛ taa,je suis en route,Je vais partir,1.000,0.470,0.371,0.736,0.238,0.128,1.000|1.000|1.000,0.400|0.410|0.405,0.570|0.579|0.575
20,locative,Musa est au village,Musa bɛ dùgu la,Musa bɛ dùgu la,PASS,PROPN VERB ADP NOUN,NOUN VERB NOUN ADP,Musa/PROPN/nsubj->2 est/VERB/ROOT->0 au/ADP/case->4 village/NOUN/obl:arg->2,Musa/NOUN/nsubj->2 bɛ/VERB/root->0 dùgu/NOUN/obl->2 la/ADP/case->3,Musa bɛ dugu kɔnɔ,Musa bɛ dugu la,Moïse est dans la ville,Moïse est dans la ville.,1.000,0.559,0.405,0.992,0.469,0.639,1.000|1.000|1.000,0.383|0.408|0.395,0.313|0.316|0.315
21,locative_plur,Les enfants sont en route,dɔgɔw bɛ síraden la,dén bɛ síraden la,FAIL,DET NOUN AUX ADP NOUN,NOUN VERB NOUN ADP,Les/DET/det->2 enfants/NOUN/nsubj->5 sont/AUX/cop->5 en/ADP/case->5 route/NOUN/ROOT->0,dén/NOUN/nsubj->2 bɛ/VERB/root->0 síraden/NOUN/obl->2 la/ADP/case->3,Denmisɛnw bɛ sira kan,Denmisɛnw bɛ sira kan,Les enfants sont en route,Les enfants sont dans la rue,1.000,0.510,0.440,0.736,0.125,0.125,1.000|1.000|1.000,0.639|0.636|0.638,0.466|0.460|0.463
22,locative_plur,Ils sont aux portes,u bɛ bóndaw la,u bɛ kónw la,FAIL,PRON VERB ADP NOUN,PRON VERB NOUN ADP,Ils/PRON/nsubj->2 sont/VERB/ROOT->0 aux/ADP/case->4 portes/NOUN/obl:arg->2,u/PRON/nsubj->2 bɛ/VERB/root->0 kónw/NOUN/obl->2 la/ADP/case->3,U bɛ daaw da la,U bɛ da la,Ils sont aux portes,Ils sont à la porte,1.000,0.401,0.437,0.639,0.623,0.639,1.000|1.000|1.000,0.216|0.207|0.211,0.496|0.484|0.490
23,locative,je suis à la maison,n bɛ so,ń bɛ só la,FAIL,PRON VERB ADP DET NOUN,NOUN VERB NOUN ADP,je/PRON/nsubj->2 suis/VERB/ROOT->0 à/ADP/case->5 la/DET/det->5 maison/NOUN/obl:arg->2,ń/NOUN/nsubj->2 bɛ/VERB/root->0 só/NOUN/obl->2 la/ADP/case->3,N bɛ so kɔnɔ,ne bɛ so,je suis à la maison,je suis à la maison,1.000,0.474,0.427,0.161,0.950,0.625,1.000|1.000|1.000,0.196|0.198|0.197,0.458|0.460|0.459
24,locative_plur,nous sommes au marché,anw bɛ súgu la,ánw bɛ dɔ́gɔ la,FAIL,PRON VERB ADP NOUN,NOUN VERB NOUN ADP,nous/PRON/nsubj->2 sommes/VERB/ROOT->0 au/ADP/case->4 marché/NOUN/obl:arg->2,ánw/NOUN/nsubj->2 bɛ/VERB/root->0 dɔ́gɔ/NOUN/obl->2 la/ADP/case->3,an bɛ sugu la,an bɛ sugu la,nous sommes sur le marché,nous sommes sur le marché,1.000,0.452,0.612,0.250,0.250,0.250,1.000|1.000|1.000,0.236|0.225|0.230,0.707|0.716|0.711
25,locative,il est au champ,a bɛ foro la,a bɛ fòro la,FAIL,PRON VERB ADP NOUN,PRON VERB NOUN ADP,il/PRON/nsubj->2 est/VERB/ROOT->0 au/ADP/case->4 champ/NOUN/obl:arg->2,a/PRON/nsubj->2 bɛ/VERB/root->0 fòro/NOUN/obl->2 la/ADP/case->3,a bɛ foro la,a bɛ foro la,il est sur le terrain,il est dans un champ,1.000,0.731,0.446,0.639,0.992,0.992,1.000|1.000|1.000,0.636|0.636|0.636,0.555|0.522|0.538
26,locative,elle est à l'école,a bɛ lakɔli la,a bɛ làkɔli la,FAIL,PRON VERB ADP DET NOUN,PRON VERB NOUN ADP,elle/PRON/nsubj->2 est/VERB/ROOT->0 à/ADP/case->5 l'/DET/det->5 école/NOUN/obl:arg->2,a/PRON/nsubj->2 bɛ/VERB/root->0 làkɔli/NOUN/obl->2 la/ADP/case->3,a bɛ lakɔli la,a bɛ lakɔli la,il est à l'école,il est à l'école,1.000,0.631,0.427,0.639,0.992,0.992,1.000|1.000|1.000,0.578|0.559|0.568,0.434|0.448|0.441
27,locative_neg,il n'est pas à la maison,a tɛ so,a tɛ só la,FAIL,PRON ADV VERB ADV ADP DET NOUN,PRON VERB NOUN ADP,il/PRON/expl:subj->3 n'/ADV/advmod->3 est/VERB/ROOT->0 pas/ADV/advmod->3 à/ADP/case->7 la/DET/det->7 maison/NOUN/obl:arg->3,a/PRON/nsubj->2 tɛ/VERB/root->0 só/NOUN/obl->2 la/ADP/case->3,a tɛ so kɔnɔ,a tɛ so kɔnɔ,il n'est pas à la maison,il n'est pas à la maison,1.000,0.546,0.479,0.605,0.950,0.950,1.000|1.000|1.000,0.348|0.369|0.358,0.338|0.336|0.337
28,locative_neg,je ne suis pas au marché,n tɛ súgu la,ń tɛ dɔ́gɔ la,FAIL,PRON ADV VERB ADV ADP NOUN,NOUN VERB NOUN ADP,je/PRON/nsubj->3 ne/ADV/advmod->3 suis/VERB/ROOT->0 pas/ADV/advmod->3 au/ADP/case->6 marché/NOUN/obl:arg->3,ń/NOUN/nsubj->2 tɛ/VERB/root->0 dɔ́gɔ/NOUN/obl->2 la/ADP/case->3,N tε sugu la,ne tɛ sugu la,je ne suis pas sur le marché,je ne suis pas au marché,1.000,0.451,0.594,0.250,0.250,0.250,1.000|1.000|1.000,0.229|0.238|0.233,0.678|0.652|0.665
29,qualitative,je suis belle,n ka cɛ̀ɲi,ń ka yɛ̀gɛbɛ,FAIL,PRON AUX ADJ,NOUN AUX VERB,je/PRON/nsubj->3 suis/AUX/cop->3 belle/ADJ/ROOT->0,ń/NOUN/nsubj->3 ka/AUX/aux->3 yɛ̀gɛbɛ/VERB/root->0,Ne cɛ ka ɲi,ne cɛ ka ɲi,je suis belle,mon homme est beau,0.814,0.533,0.356,0.167,0.161,0.161,0.776|0.780|0.778,0.516|0.537|0.526,0.323|0.317|0.320
30,qualitative,le cheval est rapide,sò ka téli,sò ka téli,PASS,DET NOUN AUX ADJ,NOUN ADP NOUN,le/DET/det->2 cheval/NOUN/nsubj->4 est/AUX/cop->4 rapide/ADJ/ROOT->0,sò/NOUN/nmod:poss->3 ka/ADP/case->1 téli/NOUN/root->0,sow bɛ teliya,so bɛ teliya,les chevaux sont plus rapides,la maison est en train de se dépêcher,1.000,0.357,0.279,0.981,0.000,0.000,1.000|1.000|1.000,0.292|0.284|0.288,0.309|0.283|0.295
31,qualitative,La maison est loin,só ka póroo,só ka póroo,PASS,DET NOUN AUX ADV,NOUN ADP INTJ,La/DET/det->2 maison/NOUN/nsubj->4 est/AUX/cop->4 loin/ADV/ROOT->0,só/NOUN/root->0 ka/ADP/case->1 póroo/INTJ/discourse->1,So yɔrɔ ka jan,So bɛ yɔrɔ jan,La maison est loin,La maison est loin,1.000,0.680,0.201,0.981,0.161,0.000,1.000|1.000|1.000,0.602|0.609|0.606,0.504|0.519|0.511
32,qualitative_plur,Les maisons sont loin,sów ka póroo,sów ka póroo,PASS,DET NOUN AUX ADV,NOUN ADP INTJ,Les/DET/det->2 maisons/NOUN/nsubj->4 sont/AUX/cop->4 loin/ADV/ROOT->0,sów/NOUN/root->0 ka/ADP/case->1 póroo/INTJ/case->1,Sow yɔrɔ ka jan,Sow bɛ yɔrɔ jan,Les maisons sont loin,Les maisons sont loin,1.000,0.490,0.195,0.981,0.161,0.000,1.000|1.000|1.000,0.358|0.428|0.390,0.433|0.435|0.434
33,qualitative,l'eau est chaude,jí ká gàn,jí ka gòni,FAIL,DET NOUN AUX ADJ,NOUN ADP NOUN,l'/DET/det->2 eau/NOUN/nsubj->4 est/AUX/cop->4 chaude/ADJ/ROOT->0,jí/NOUN/nmod:poss->3 ka/ADP/case->1 gòni/NOUN/root->0,ji ka suma,ji bɛ funteni na,l'eau est chaude,l'eau est chaude,1.000,0.479,0.542,0.000,0.000,0.000,1.000|1.000|1.000,0.457|0.443|0.450,0.783|0.796|0.789
34,qualitative,la route est longue,síraden ka jàn,síraden ka jàn,PASS,DET NOUN AUX ADJ,NOUN AUX VERB,la/DET/det->2 route/NOUN/nsubj->4 est/AUX/cop->4 longue/ADJ/ROOT->0,síraden/NOUN/nsubj->3 ka/AUX/aux->3 jàn/VERB/root->0,sira ka jan,sira ka jan,la route est longue,le chemin est long,1.000,0.390,0.369,0.981,0.167,0.167,1.000|1.000|1.000,0.406|0.396|0.401,0.457|0.411|0.433
35,qualitative_neg,tu n'es pas bien,i mán ɲi,í man kóɲuman,FAIL,PRON ADV AUX ADV ADV,NOUN AUX NOUN,tu/PRON/nsubj->5 n'/ADV/advmod->5 es/AUX/cop->5 pas/ADV/advmod->5 bien/ADV/ROOT->0,í/NOUN/nmod:poss->3 man/AUX/aux->3 kóɲuman/NOUN/root->0,aw tɛ kɛnɛya la,i ka kɛnɛ tɛ,tu n'es pas en bonne santé,ta lumière n'est pas,1.000,0.283,0.446,0.000,0.000,0.161,1.000|1.000|1.000,0.351|0.361|0.356,0.188|0.205|0.196
36,qualitative_neg,la maison n'est pas grande,só man bòn,só man bòn,PASS,DET NOUN ADV AUX ADV ADJ,NOUN AUX VERB,la/DET/det->2 maison/NOUN/nsubj->6 n'/ADV/advmod->6 est/AUX/cop->6 pas/ADV/advmod->6 grande/ADJ/ROOT->0,só/NOUN/nsubj->3 man/AUX/aux->3 bòn/VERB/root->0,so man bon,so tɛ bonba ye,donc l'homme est bon,la maison n'est pas grande,1.000,0.361,0.566,0.981,0.167,0.000,1.000|1.000|1.000,0.419|0.300|0.350,0.768|0.707|0.736
37,qualitative_past,la route était longue,síraden tùn ka jàn,síraden tùn ka jàn,PASS,DET NOUN AUX ADJ,NOUN ADV AUX VERB,la/DET/det->2 route/NOUN/nsubj->4 était/AUX/cop->4 longue/ADJ/ROOT->0,síraden/NOUN/nsubj->4 tùn/ADV/obl->1 ka/AUX/aux->4 jàn/VERB/root->0,sira tun ka jan,sira tun ka jan,la route était longue,le chemin était long,1.000,0.490,0.369,0.992,0.125,0.125,1.000|1.000|1.000,0.445|0.467|0.456,0.506|0.488|0.497
38,qualitative_past_neg,il n'était pas bien,a tùn mán ɲi,a tùn ma kóɲuman,FAIL,PRON ADV AUX ADV ADV,PRON ADV AUX NOUN,il/PRON/expl:subj->5 n'/ADV/advmod->5 était/AUX/cop->5 pas/ADV/advmod->5 bien/ADV/ROOT->0,a/PRON/nmod:poss->4 tùn/ADV/case->1 ma/AUX/aux->4 kóɲuman/NOUN/root->0,a tun man kɛnɛ,a tun man ɲi,il n'était pas en bonne santé,il n'était pas bon,1.000,0.483,0.349,0.469,0.125,0.250,1.000|1.000|1.000,0.167|0.134|0.149,0.376|0.401|0.388
39,statif,je suis sûre de ça,ń jɛ́len dòn o la,ń jɛ́len dòn o la,PASS,PRON AUX ADJ ADP PRON,NOUN AUX,je/PRON/nsubj->3 suis/AUX/cop->3 sûre/ADJ/ROOT->0 de/ADP/case->5 ça/PRON/obl:arg->3,ń/NOUN/nsubj->0 dòn/AUX/aux->0,N dalen b'o la,ne jɛyalen bɛ a la,j'y crois,Je suis plein de confiance en lui.,0.965,0.349,0.407,0.996,0.102,0.100,0.964|0.941|0.952,0.210|0.186|0.197,0.326|0.352|0.338
40,statif_plur,Les maisons sont sûres,sów jɛ́len dòn,sów jɛ́len dòn,PASS,DET NOUN AUX ADJ,NOUN AUX,Les/DET/det->2 maisons/NOUN/nsubj->4 sont/AUX/cop->4 sûres/ADJ/ROOT->0,sów/NOUN/nsubj->0 dòn/AUX/aux->0,Sow lakananen don,Bonw bɛ se ka kɛ yɔrɔ ɲumanw ye,Les bâtiments sont sécuritaires,Les maisons peuvent être des lieux de bien-être,0.956,0.301,0.291,0.981,0.000,0.000,0.970|0.942|0.956,0.256|0.264|0.260,0.367|0.408|0.386
41,past_intransitive,C'est cuit,o mɔnna,nin tóbira,FAIL,PRON AUX ADJ,NOUN VERB,C'/PRON/expletive->3 est/AUX/cop->3 cuit/ADJ/ROOT->0,nin/NOUN/nsubj->2 tóbira/VERB/root->0,A tobilen don,A bɛ tobi,C'est cuit pour,Il cuisine,0.938,0.576,0.333,0.000,0.000,0.000,0.897|0.897|0.897,0.566|0.576|0.571,0.367|0.371|0.369
42,past_intransitive_plur,Les viandes sont cuites,sɔgɔw mɔnna,sògow tóbilen dòn,FAIL,DET NOUN AUX VERB,NOUN ADJ VERB,Les/DET/det->2 viandes/NOUN/nsubj:pass->4 sont/AUX/aux:pass->4 cuites/VERB/ROOT->0,sògow/NOUN/nsubj->3 tóbilen/ADJ/amod->1 dòn/VERB/root->0,Sogow bɛ tobi,Dumuni bɛ tobi,La viande est cuite,La nourriture est cuite,1.000,0.479,0.290,0.000,0.000,0.000,1.000|1.000|1.000,0.525|0.565|0.544,0.374|0.357|0.365
43,past_intransitive,il est parti,o fáɲira,a fáɲira,FAIL,PRON AUX VERB,PRON VERB,il/PRON/nsubj->3 est/AUX/aux:tense->3 parti/VERB/ROOT->0,a/PRON/nsubj->2 fáɲira/VERB/root->0,a bɔra yen,a taara,il a été expulsé de là,Il s'en alla,1.000,0.454,0.314,0.250,0.000,0.000,1.000|1.000|1.000,0.209|0.240|0.223,0.279|0.266|0.273
44,past_intransitive,elle est tombée,a bìnna,a bìnna,PASS,PRON AUX VERB,PRON VERB,elle/PRON/nsubj->3 est/AUX/aux:tense->3 tombée/VERB/ROOT->0,a/PRON/nsubj->2 bìnna/VERB/root->0,a binna,a binna,il est tombé,il est tombé,1.000,0.347,0.378,0.938,0.250,0.250,1.000|1.000|1.000,0.186|0.184|0.185,0.592|0.585|0.588
45,past_intransitive_plur,ils sont arrivés,ùw sera,u séra,FAIL,PRON AUX VERB,PRON VERB,ils/PRON/nsubj->3 sont/AUX/aux:tense->3 arrivés/VERB/ROOT->0,u/PRON/nsubj->2 séra/VERB/root->0,u sera yen,u sera,ils y sont arrivés,ils sont arrivés,1.000,0.242,0.436,0.000,0.238,0.250,1.000|1.000|1.000,0.295|0.306|0.300,0.686|0.628|0.656
46,past_transitive,Musa a mangé le riz,Musa yé màlo dún,Musa ye màlo dún,FAIL,PROPN AUX VERB DET NOUN,NOUN AUX NOUN VERB,Musa/PROPN/nsubj->3 a/AUX/aux:tense->3 mangé/VERB/ROOT->0 le/DET/det->5 riz/NOUN/obj->3,Musa/NOUN/nsubj->4 ye/AUX/aux->4 màlo/NOUN/obj->4 dún/VERB/root->0,Musa ye tiga dun,Musa ye shɛfan dun,Moïse a mangé le riz,Moïse mangea le bois de la vigne,1.000,0.440,0.399,0.639,0.125,0.125,1.000|1.000|1.000,0.517|0.503|0.510,0.464|0.432|0.447
47,past_transitive,J'ai acheté des pagnes,n yé fìníw sàn,n ye tàafew sàn,FAIL,PRON AUX VERB DET NOUN,PRON AUX NOUN VERB,J'/PRON/nsubj->3 ai/AUX/aux:tense->3 acheté/VERB/ROOT->0 des/DET/det->5 pagnes/NOUN/obj->3,n/PRON/nsubj->4 ye/AUX/aux->4 tàafew/NOUN/obj->4 sàn/VERB/root->0,N ye wuluwuluw san,Ne ye fini dɔw san,j'ai acheté des plumes,J'ai acheté des vêtements,1.000,0.170,0.263,0.250,0.125,0.000,1.000|1.000|1.000,0.129|0.126|0.127,0.350|0.333|0.341
48,past_transitive,tu as vu l'homme,i yé cɛ yé,í ye mɔ̀gɔ yé,FAIL,PRON AUX VERB DET NOUN,NOUN AUX NOUN VERB,tu/PRON/nsubj->3 as/AUX/aux:tense->3 vu/VERB/ROOT->0 l'/DET/det->5 homme/NOUN/obj->3,í/NOUN/nsubj->4 ye/AUX/aux->4 mɔ̀gɔ/NOUN/obj->4 yé/VERB/root->0,i ye cɛ in ye,i ye nin cɛ ye,tu es le gars,Tu es cet homme,1.000,0.334,0.399,0.125,0.244,0.244,1.000|1.000|1.000,0.393|0.375|0.384,0.324|0.327|0.326
